game_id,white_player,black_player,white_groups,black_groups,all_groups,white_spbts,black_spbts,white_exposure,black_exposure,plies_analyzed,white,black,result,date,time_control,variant,starting_fen,white_elo,black_elo,white_a,black_a,white_b,black_b,white_c,black_c,white_d,black_d,white_e,black_e,white_f,black_f,white_g,black_g,white_h,black_h,cohort_id,cohort_name,cohort_tags
,"Monteiro,Paulo Alexandre G","Dragnev,Valentin",[],[],"['rating_2000_9999', 'cohort_member']",0.18095238095238095,0.171875,105,128,23,"Monteiro,Paulo Alexandre G","Dragnev,Valentin",0-1,2025.08.02,,Standard,,2220.0,2547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Rivera,Dan","Bogdanov,Egor",[],[],"['rating_2000_9999', 'cohort_member']",0.21333333333333335,0.058394160583941604,150,137,23,"Rivera,Dan","Bogdanov,Egor",1/2-1/2,2025.08.02,,Standard,,2209.0,2515.0,0.0,0.0,0.5416666666666666,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Koelle,Tobias","Alvarez Pampillon,Antonio",[],[],"['rating_2000_9999', 'cohort_member']",0.1532258064516129,0.140625,124,128,23,"Koelle,Tobias","Alvarez Pampillon,Antonio",1-0,2025.08.02,,Standard,,2466.0,2174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Ribeiro,Rodrigo","Paramos Dominguez,R",[],[],"['rating_2000_9999', 'cohort_member']",0.0,0.16666666666666666,130,144,23,"Ribeiro,Rodrigo","Paramos Dominguez,R",0-1,2025.08.02,,Standard,,2151.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Afonso,Joao Pedro","Veiga,Jose Francisco R P Neves",[],[],"['rating_2000_9999', 'cohort_member']",0.15555555555555556,0.024193548387096774,135,124,23,"Afonso,Joao Pedro","Veiga,Jose Francisco R P Neves",0-1,2025.08.02,,Standard,,2144.0,2390.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.041666666666666664,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Khamrakulov,I","Le Pen,S",[],[],"['rating_2000_9999', 'cohort_member']",0.07142857142857142,0.1125,140,160,23,"Khamrakulov,I","Le Pen,S",1-0,2025.08.02,,Standard,,2384.0,2127.0,0.0,0.0,0.08333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,0.08333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Farias,David Nuno M E","Barria,Jose",[],[],"['rating_2000_9999', 'cohort_member']",0.19047619047619047,0.08955223880597014,147,134,23,"Farias,David Nuno M E","Barria,Jose",0-1,2025.08.02,,Standard,,2117.0,2371.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.5,0.375,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Dias,I","Campora,D",[],[],"['rating_2000_9999', 'cohort_member']",0.27906976744186046,0.140625,129,128,23,"Dias,I","Campora,D",1/2-1/2,2025.08.02,,Standard,,2080.0,2363.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Balaji,Aaravamudhan","Fernandes,Francisco Justo Santos",[],[],"['rating_2000_9999', 'cohort_member']",0.03759398496240601,0.1076923076923077,133,130,23,"Balaji,Aaravamudhan","Fernandes,Francisco Justo Santos",1-0,2025.08.02,,Standard,,2351.0,1950.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.041666666666666664,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Sismeiro,Miguel","Cordeiro,Joao Carlos Santos F",[],[],"['rating_2000_9999', 'cohort_member']",0.2734375,0.09230769230769231,128,130,23,"Sismeiro,Miguel","Cordeiro,Joao Carlos Santos F",1/2-1/2,2025.08.02,,Standard,,2305.0,1989.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.5,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Nandhidhaa,P","Shadrina,Eva",[],[],"['rating_2000_9999', 'cohort_member']",0.15714285714285714,0.11940298507462686,140,134,23,"Nandhidhaa,P","Shadrina,Eva",1-0,2025.08.02,,Standard,,2330.0,1910.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.5,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Neto,Dinis Fonseca","Wu,Derek",[],[],"['rating_2000_9999', 'cohort_member']",0.1773049645390071,0.10344827586206896,141,116,23,"Neto,Dinis Fonseca","Wu,Derek",0-1,2025.08.02,,Standard,,1909.0,2232.0,0.0,0.0,0.4583333333333333,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.5,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Prado Acebo,Ines","Morell,Ludvig",[],[],"['rating_2000_9999', 'cohort_member']",0.16521739130434782,0.2,115,140,23,"Prado Acebo,Ines","Morell,Ludvig",1-0,2025.08.02,,Standard,,2173.0,1907.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Verma,Shlok","Bras,Hugo Miguel Pereira",[],[],"['rating_2000_9999', 'cohort_member']",0.14393939393939395,0.140625,132,128,23,"Verma,Shlok","Bras,Hugo Miguel Pereira",1-0,2025.08.02,,Standard,,2169.0,1901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Morais,Miguel Almeida","Andrade,Ricardo Sarmento",[],[],"['rating_2000_9999', 'cohort_member']",0.08064516129032258,0.16666666666666666,124,132,23,"Morais,Miguel Almeida","Andrade,Ricardo Sarmento",1-0,2025.08.02,,Standard,,2155.0,1892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Lachever,Diogo Freire","Pandey,Srishti",[],[],"['rating_2000_9999', 'cohort_member']",0.10256410256410256,0.15714285714285714,117,140,23,"Lachever,Diogo Freire","Pandey,Srishti",0-1,2025.08.02,,Standard,,1891.0,2202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Aakash,G","Barkasheva,Sofia",[],[],"['rating_2000_9999', 'cohort_member']",0.16535433070866143,0.16129032258064516,127,124,23,"Aakash,G","Barkasheva,Sofia",1-0,2025.08.02,,Standard,,2126.0,1869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.8333333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Verma,Aditya","Maria,Goncalo Filipe Guerreiro",[],[],"['rating_2000_9999', 'cohort_member']",0.037037037037037035,0.015625,135,128,23,"Verma,Aditya","Maria,Goncalo Filipe Guerreiro",1-0,2025.08.02,,Standard,,2092.0,1864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.125,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Pinho,P","Tenreiro,Manuel",[],[],"['rating_2000_9999', 'cohort_member']",0.1774193548387097,0.15492957746478872,124,142,23,"Pinho,P","Tenreiro,Manuel",1-0,2025.08.02,,Standard,,2062.0,1860.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.875,0.8333333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Ferreira,Ant2","Barranco Castillo,Jose Antonio",[],[],"['rating_2000_9999', 'cohort_member']",0.15966386554621848,0.15714285714285714,119,140,23,"Ferreira,Ant2","Barranco Castillo,Jose Antonio",1/2-1/2,2025.08.02,,Standard,,2011.0,1841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Harikrishnan,A","Albornoz Cabrera,Carlos Daniel",[],[],"['rating_2000_9999', 'cohort_member']",0.17164179104477612,0.15714285714285714,134,140,23,"Harikrishnan,A","Albornoz Cabrera,Carlos Daniel",1/2-1/2,2025.08.02,,Standard,,2465.0,2544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Tutisani,Noe","Druska,J",[],[],"['rating_2000_9999', 'cohort_member']",0.2097902097902098,0.15384615384615385,143,130,23,"Tutisani,Noe","Druska,J",1-0,2025.08.02,,Standard,,2420.0,2429.0,0.0,0.0,0.4583333333333333,0.2,0.625,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.6666666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Dragnev,Valentin","Sousa,Andre Ventura",[],[],"['rating_2000_9999', 'cohort_member']",0.13286713286713286,0.1953125,143,128,23,"Dragnev,Valentin","Sousa,Andre Ventura",1/2-1/2,2025.08.02,,Standard,,2547.0,2395.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.7916666666666666,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Martins,Bruno Andre Leite","Jesumarian,Rebecca",[],[],"['rating_2000_9999', 'cohort_member']",0.23333333333333334,0.140625,150,128,23,"Martins,Bruno Andre Leite","Jesumarian,Rebecca",1-0,2025.08.02,,Standard,,2378.0,1864.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Khamrakulov,I","Koelle,Tobias",[],[],"['rating_2000_9999', 'cohort_member']",0.07518796992481203,0.07894736842105263,133,152,23,"Khamrakulov,I","Koelle,Tobias",1/2-1/2,2025.08.02,,Standard,,2384.0,2466.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.08333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Martinez Duany,L","Mis,Mieszko",[],[],"['rating_2000_9999', 'cohort_member']",0.15151515151515152,0.14492753623188406,132,138,23,"Martinez Duany,L","Mis,Mieszko",1-0,2025.08.02,,Standard,,2459.0,2367.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Barria,Jose","Spraggett,K",[],[],"['rating_2000_9999', 'cohort_member']",0.045112781954887216,0.04032258064516129,133,124,23,"Barria,Jose","Spraggett,K",1/2-1/2,2025.08.02,,Standard,,2371.0,2426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.20833333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Akhvlediani,Irakli","Balaji,Aaravamudhan",[],[],"['rating_2000_9999', 'cohort_member']",0.10743801652892562,0.265625,121,128,23,"Akhvlediani,Irakli","Balaji,Aaravamudhan",1-0,2025.08.02,,Standard,,2408.0,2351.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.5416666666666666,0.5833333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Niedbala,Bartlomiej","Dzida,Kamil",[],[],"['rating_2000_9999', 'cohort_member']",0.028368794326241134,0.1774193548387097,141,124,23,"Niedbala,Bartlomiej","Dzida,Kamil",1/2-1/2,2025.08.02,,Standard,,2376.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Paramos Dominguez,R","Goncalves,Samuel Jesus P",[],[],"['rating_2000_9999', 'cohort_member']",0.022556390977443608,0.14,133,150,23,"Paramos Dominguez,R","Goncalves,Samuel Jesus P",1-0,2025.08.02,,Standard,,2400.0,2264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Veiga,Jose Francisco R P Neves","Ryabukhin,Roman",[],[],"['rating_2000_9999', 'cohort_member']",0.08270676691729323,0.08620689655172414,133,116,23,"Veiga,Jose Francisco R P Neves","Ryabukhin,Roman",1-0,2025.08.02,,Standard,,2390.0,2236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Wu,Derek","Andrade,C1",[],[],"['rating_2000_9999', 'cohort_member']",0.13768115942028986,0.078125,138,128,23,"Wu,Derek","Andrade,C1",1-0,2025.08.02,,Standard,,2232.0,1925.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.4166666666666667,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Sousa,Pedro Simao","Verma,Shlok",[],[],"['rating_2000_9999', 'cohort_member']",0.12030075187969924,0.01694915254237288,133,118,23,"Sousa,Pedro Simao","Verma,Shlok",1-0,2025.08.02,,Standard,,1907.0,2169.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Pandey,Srishti","Costa,Tomas Pereira",[],[],"['rating_2000_9999', 'cohort_member']",0.18248175182481752,0.2746478873239437,137,142,23,"Pandey,Srishti","Costa,Tomas Pereira",1-0,2025.08.02,,Standard,,2202.0,1771.0,0.0,0.0,0.0,0.125,0.26666666666666666,0.8181818181818182,0.0,0.0,0.0,0.0,0.875,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Bogdanov,Egor","Morais,Miguel Almeida",[],[],"['rating_2000_9999', 'cohort_member']",0.19863013698630136,0.19736842105263158,146,152,23,"Bogdanov,Egor","Morais,Miguel Almeida",1-0,2025.08.02,,Standard,,2515.0,2155.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47619047619047616,0.0,0.0,0.0,0.7916666666666666,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Forgas Moreno,Y","Larkin,Vladyslav",[],[],"['rating_2000_9999', 'cohort_member']",0.03968253968253968,0.2328767123287671,126,146,23,"Forgas Moreno,Y","Larkin,Vladyslav",0-1,2025.08.02,,Standard,,2154.0,2450.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Campora,D","Aakash,G",[],[],"['rating_2000_9999', 'cohort_member']",0.07857142857142857,0.13333333333333333,140,150,23,"Campora,D","Aakash,G",1/2-1/2,2025.08.02,,Standard,,2363.0,2126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Ouellet,Maili-Jade","Dias,I",[],[],"['rating_2000_9999', 'cohort_member']",0.15079365079365079,0.1016949152542373,126,118,23,"Ouellet,Maili-Jade","Dias,I",1-0,2025.08.02,,Standard,,2350.0,2080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.5,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Verma,Aditya","Nandhidhaa,P",[],[],"['rating_2000_9999', 'cohort_member']",0.13768115942028986,0.07692307692307693,138,130,23,"Verma,Aditya","Nandhidhaa,P",0-1,2025.08.02,,Standard,,2092.0,2330.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.4166666666666667,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Ribeiro,Gustavo","Pinho,P",[],[],"['rating_2000_9999', 'cohort_member']",0.1323529411764706,0.2028985507246377,136,138,23,"Ribeiro,Gustavo","Pinho,P",1-0,2025.08.02,,Standard,,2314.0,2062.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.75,0.8333333333333334,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Roselli Mailhe,B","Paiva,Manuel Maria Fonseca",[],[],"['rating_2000_9999', 'cohort_member']",0.1015625,0.140625,128,128,23,"Roselli Mailhe,B","Paiva,Manuel Maria Fonseca",1/2-1/2,2025.08.02,,Standard,,2305.0,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Adam,Rafael","Sismeiro,Miguel",[],[],"['rating_2000_9999', 'cohort_member']",0.171875,0.16923076923076924,128,130,23,"Adam,Rafael","Sismeiro,Miguel",1/2-1/2,2025.08.02,,Standard,,2054.0,2305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Silva,Pedro Gil Ferreira Da","Ibanez Cruces,Diego",[],[],"['rating_2000_9999', 'cohort_member']",0.17829457364341086,0.09090909090909091,129,132,23,"Silva,Pedro Gil Ferreira Da","Ibanez Cruces,Diego",1-0,2025.08.02,,Standard,,2269.0,1937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.5,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Cordeiro,Joao Carlos Santos F","Rivera,Dan",[],[],"['rating_2000_9999', 'cohort_member']",0.08208955223880597,0.140625,134,128,23,"Cordeiro,Joao Carlos Santos F","Rivera,Dan",1-0,2025.08.02,,Standard,,1989.0,2209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.75,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Bluebaum,J","Prado Acebo,Ines",[],[],"['rating_2000_9999', 'cohort_member']",0.0,0.14864864864864866,130,148,23,"Bluebaum,J","Prado Acebo,Ines",0-1,2025.08.02,,Standard,,1979.0,2173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Sanroman Costas,Mauro","Goncalves,Diogo Figueiredo",[],[],"['rating_2000_9999', 'cohort_member']",0.18253968253968253,0.15942028985507245,126,138,23,"Sanroman Costas,Mauro","Goncalves,Diogo Figueiredo",1-0,2025.08.02,,Standard,,2123.0,1927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Cabanas Lopez,Manuel Anxo","Fanha,P",[],[],"['rating_2000_9999', 'cohort_member']",0.11570247933884298,0.11842105263157894,121,152,23,"Cabanas Lopez,Manuel Anxo","Fanha,P",1-0,2025.08.02,,Standard,,2061.0,1890.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.08333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Barranco Castillo,Jose Antonio","Afonso,Joao Pedro",[],[],"['rating_2000_9999', 'cohort_member']",0.04195804195804196,0.13970588235294118,143,136,23,"Barranco Castillo,Jose Antonio","Afonso,Joao Pedro",0-1,2025.08.02,,Standard,,1841.0,2144.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Vlug,Arthur","Cymbron,Victoria",[],[],"['rating_2000_9999', 'cohort_member']",0.015503875968992248,0.030303030303030304,129,132,23,"Vlug,Arthur","Cymbron,Victoria",1/2-1/2,2025.08.02,,Standard,,2037.0,1840.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Soares,Sara","Farias,David Nuno M E",[],[],"['rating_2000_9999', 'cohort_member']",0.08870967741935484,0.1527777777777778,124,144,23,"Soares,Sara","Farias,David Nuno M E",0-1,2025.08.02,,Standard,,1830.0,2117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Goncalves,Lucas Jordao","Castro Gandara,David",[],[],"['rating_2000_9999', 'cohort_member']",0.19047619047619047,0.08571428571428572,147,140,23,"Goncalves,Lucas Jordao","Castro Gandara,David",1-0,2025.08.02,,Standard,,2027.0,1778.0,0.0,0.0,0.375,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Sai,Kiran Y",Gurubaran Raghuraman,[],[],"['rating_2000_9999', 'cohort_member']",0.13970588235294118,0.12295081967213115,136,122,23,"Sai,Kiran Y",Gurubaran Raghuraman,1-0,2025.08.02,,Standard,,2017.0,1765.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.625,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Marinho,Antonio Pedro","Mueller,Riyanna",[],[],"['rating_2000_9999', 'cohort_member']",0.28,0.12307692307692308,150,130,23,"Marinho,Antonio Pedro","Mueller,Riyanna",1-0,2025.08.02,,Standard,,1758.0,2079.0,0.0,0.0,0.20833333333333334,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.625,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Albornoz Cabrera,Carlos Daniel","Tutisani,Noe",[],[],"['rating_2000_9999', 'cohort_member']",0.14666666666666667,0.13157894736842105,150,114,23,"Albornoz Cabrera,Carlos Daniel","Tutisani,Noe",1-0,2025.08.03,,Standard,,2544.0,2420.0,0.0,0.0,0.125,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.625,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Martinez Duany,L","Harikrishnan,A",[],[],"['rating_2000_9999', 'cohort_member']",0.11382113821138211,0.07352941176470588,123,136,23,"Martinez Duany,L","Harikrishnan,A",1/2-1/2,2025.08.03,,Standard,,2459.0,2465.0,0.0,0.0,0.0,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
,"Sousa,Andre Ventura","Akhvlediani,Irakli",[],[],"['rating_2000_9999', 'cohort_member']",0.10884353741496598,0.02857142857142857,147,140,23,"Sousa,Andre Ventura","Akhvlediani,Irakli",0-1,2025.08.03,,Standard,,2395.0,2408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,twic_strong,Strong Human Games (TWIC 2000+),"['human', 'strong', 'tournament', 'twic']"
